time,city,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,precipitation,shortwave_radiation,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,dust,aerosol_optical_depth,aqi
2026-08-08 05:00:00,Quetta,19.8,80,833.4,5.4,160,1,0.0,0.0,28.79,128.47,1.15,0.07,80.3,79.96,,,87
2026-08-08 06:00:00,Quetta,18.8,85,832.6,4.8,158,0,0.0,0.0,28.46,128.87,1.2,0.07,80.62,78.1,,,88
2026-08-08 07:00:00,Quetta,20.2,78,833.9,6.3,160,0,0.0,108.0,28.21,131.57,1.26,0.07,81.01,78.77,,,89
2026-08-08 08:00:00,Quetta,24.1,59,836.0,3.6,147,0,0.0,310.0,28.26,140.19,1.09,0.08,80.55,82.75,,,93
2026-08-08 09:00:00,Quetta,27.4,37,837.5,2.2,104,0,0.0,527.0,29.64,169.72,0.49,0.07,77.29,98.83,,,108
2026-08-08 10:00:00,Quetta,29.7,26,838.4,0.4,27,0,0.0,719.0,28.65,164.83,0.35,0.07,75.95,100.85,,,106
2026-08-08 11:00:00,Quetta,31.5,19,838.9,1.6,333,0,0.0,869.0,28.91,168.55,0.25,0.07,74.76,101.57,,,108
2026-08-08 12:00:00,Quetta,32.5,17,838.4,3.0,303,3,0.0,941.0,29.93,181.03,0.12,0.07,72.96,110.48,,,114
2026-08-08 13:00:00,Quetta,33.4,13,838.0,5.7,281,3,0.0,942.0,28.74,171.55,0.12,0.07,71.75,112.07,,,109
2026-08-08 14:00:00,Quetta,34.1,9,837.6,8.3,271,6,0.0,888.0,28.5,168.63,0.12,0.07,71.59,111.02,,,108
2026-08-08 15:00:00,Quetta,34.3,8,837.0,10.3,263,2,0.0,783.0,28.98,170.61,0.13,0.07,72.98,110.69,,,109
2026-08-08 16:00:00,Quetta,34.0,9,836.5,12.1,267,2,0.0,628.0,29.25,171.16,0.14,0.07,74.35,109.91,,,109
2026-08-08 17:00:00,Quetta,33.4,9,836.0,14.9,279,0,0.0,424.0,29.54,171.57,0.15,0.07,76.17,109.12,,,109
2026-08-08 18:00:00,Quetta,32.3,9,836.0,13.6,285,1,0.0,205.0,30.42,173.93,0.21,0.07,79.38,107.79,,,110
2026-08-08 19:00:00,Quetta,30.7,10,836.2,7.4,283,1,0.0,40.0,28.42,154.82,0.4,0.08,82.92,105.27,,,85
2026-08-08 20:00:00,Quetta,28.6,14,836.4,0.5,180,2,0.0,0.0,28.75,152.82,0.5,0.09,84.99,102.06,,,99
2026-08-08 21:00:00,Quetta,27.0,25,836.8,4.7,152,2,0.0,0.0,28.85,148.26,0.64,0.1,86.48,97.33,,,97
2026-08-08 22:00:00,Quetta,25.8,42,837.2,8.0,149,6,0.0,0.0,29.14,143.66,0.84,0.1,89.0,93.12,,,95
2026-08-08 23:00:00,Quetta,24.9,48,837.2,5.2,149,19,0.0,0.0,29.4,139.98,1.06,0.1,91.3,89.79,,,93
2026-08-09 00:00:00,Quetta,24.2,48,836.9,6.2,158,57,0.0,0.0,29.31,136.43,1.21,0.1,92.13,86.4,,,91
2026-08-09 01:00:00,Quetta,24.2,49,836.9,6.6,167,2,0.0,0.0,29.49,135.84,1.25,0.1,93.11,84.89,,,91
2026-08-09 02:00:00,Quetta,22.8,57,836.0,5.4,166,2,0.0,0.0,29.66,137.14,1.2,0.1,93.71,84.85,,,92
2026-08-09 03:00:00,Quetta,21.8,64,836.0,5.9,162,2,0.0,0.0,29.6,139.24,1.07,0.09,92.94,85.71,,,93
2026-08-09 04:00:00,Quetta,21.0,71,835.9,6.2,159,1,0.0,0.0,29.62,139.79,1.03,0.09,92.84,85.29,,,93
2026-08-09 05:00:00,Quetta,20.3,77,835.7,4.7,157,2,0.0,0.0,29.66,140.05,1.03,0.08,93.02,84.03,,,93
2026-08-09 06:00:00,Quetta,19.8,81,835.1,4.8,153,2,0.0,0.0,29.68,139.79,1.07,0.08,93.2,81.77,,,93
2026-08-09 07:00:00,Quetta,21.0,76,836.1,6.1,161,2,0.0,105.0,29.77,141.41,1.15,0.08,93.52,80.06,,,94
2026-08-09 08:00:00,Quetta,24.3,59,838.0,2.9,137,7,0.0,303.0,30.06,148.44,0.99,0.08,92.83,81.48,,,97
2026-08-09 09:00:00,Quetta,27.0,39,838.9,2.5,82,7,0.0,517.0,31.03,166.19,0.46,0.08,87.67,88.65,,,107
2026-08-09 10:00:00,Quetta,29.5,23,839.8,1.7,41,7,0.0,710.0,31.64,172.57,0.33,0.07,86.35,88.9,,,110
2026-08-09 12:00:00,Quetta,32.3,15,839.8,6.3,357,0,0.0,952.0,33.92,202.55,0.11,0.07,81.97,98.57,,,125
2026-08-09 13:00:00,Quetta,33.3,14,839.5,8.9,335,0,0.0,965.0,32.35,191.25,0.1,0.07,79.77,100.2,,,119
2026-08-09 14:00:00,Quetta,33.9,12,838.9,13.6,316,1,0.0,919.0,31.72,185.35,0.1,0.07,78.58,99.95,,,116
2026-08-09 15:00:00,Quetta,33.9,10,838.3,15.6,310,5,0.0,802.0,31.9,184.64,0.11,0.07,78.59,100.3,,,116
2026-08-09 16:00:00,Quetta,33.3,11,837.8,17.7,312,0,0.0,631.0,31.94,183.8,0.12,0.07,78.23,100.4,,,115
2026-08-09 17:00:00,Quetta,32.3,12,837.5,18.3,310,0,0.0,419.0,31.87,182.24,0.14,0.07,78.04,100.7,,,114
2026-08-09 18:00:00,Quetta,30.9,13,837.1,17.6,308,0,0.0,201.0,31.92,179.7,0.19,0.07,78.32,100.96,,,113
2026-08-09 19:00:00,Quetta,29.6,14,837.2,13.0,316,0,0.0,40.0,31.6,175.78,0.27,0.07,77.99,102.77,,,111
2026-08-09 20:00:00,Quetta,28.1,15,837.3,3.9,323,0,0.0,0.0,31.88,175.64,0.31,0.08,78.74,102.36,,,111
2026-08-09 21:00:00,Quetta,27.4,17,837.5,0.8,153,0,0.0,0.0,31.71,167.99,0.5,0.09,80.21,97.97,,,107
2026-08-09 22:00:00,Quetta,26.2,20,837.3,3.4,155,0,0.0,0.0,31.68,159.52,0.8,0.1,83.18,92.72,,,103
2026-08-09 23:00:00,Quetta,24.9,27,836.8,3.1,149,0,0.0,0.0,31.52,152.69,1.07,0.11,85.86,88.67,,,99
2026-08-10 00:00:00,Quetta,23.6,38,836.2,4.0,150,0,0.0,0.0,31.1,146.54,1.26,0.12,87.29,85.66,,,96
2026-08-10 01:00:00,Quetta,22.9,40,835.7,4.2,160,1,0.0,0.0,30.96,143.9,1.38,0.12,88.87,84.69,,,95
2026-08-10 02:00:00,Quetta,22.0,48,835.1,5.2,160,0,0.0,0.0,30.85,142.03,1.42,0.12,90.03,84.36,,,94
2026-08-10 03:00:00,Quetta,21.3,52,834.7,5.1,162,0,0.0,0.0,30.39,137.95,1.42,0.11,90.03,81.97,,,92
2026-08-10 04:00:00,Quetta,20.8,55,834.2,3.9,156,0,0.0,0.0,30.1,133.44,1.44,0.1,90.38,78.6,,,90
2026-08-10 05:00:00,Quetta,20.5,56,834.2,3.1,152,0,0.0,0.0,29.78,129.67,1.49,0.09,91.06,75.43,,,88
2026-08-10 06:00:00,Quetta,20.3,51,833.8,2.3,148,0,0.0,0.0,29.47,127.55,1.5,0.09,91.08,73.19,,,88
2026-08-10 07:00:00,Quetta,22.1,44,835.3,1.7,148,0,0.0,106.0,29.23,127.04,1.53,0.09,91.0,73.94,,,87
2026-08-10 08:00:00,Quetta,25.1,35,837.2,1.3,82,0,0.0,308.0,28.82,126.99,1.26,0.1,89.97,77.67,,,87
2026-08-10 09:00:00,Quetta,27.6,26,838.3,3.4,360,0,0.0,527.0,24.65,117.46,0.61,0.1,84.17,93.27,,,82
2026-08-10 10:00:00,Quetta,29.7,17,839.1,7.3,330,0,0.0,720.0,22.69,109.31,0.39,0.1,81.61,96.25,,,78
2026-08-10 11:00:00,Quetta,31.1,14,839.3,8.6,331,0,0.0,869.0,21.2,104.61,0.24,0.1,78.69,97.54,,,76
2026-08-10 12:00:00,Quetta,32.2,12,839.3,9.1,330,0,0.0,960.0,16.12,86.59,0.11,0.09,74.71,103.53,,,67
2026-08-10 13:00:00,Quetta,32.8,11,838.7,8.7,308,0,0.0,986.0,14.76,79.51,0.1,0.08,74.36,102.84,,,63
2026-08-10 14:00:00,Quetta,33.3,10,838.1,9.2,296,0,0.0,937.0,14.51,77.85,0.1,0.08,75.05,100.74,,,62
2026-08-06 15:00:00,Rawalpindi,33.1,59,943.0,7.0,151,37,0.1,598.0,61.58,76.02,3.0,2.86,567.15,135.76,,,154
2026-08-06 16:00:00,Rawalpindi,31.5,65,942.8,6.0,115,48,0.2,407.0,59.87,76.7,2.96,2.6,532.73,137.05,,,153
2026-08-06 17:00:00,Rawalpindi,31.5,64,942.6,5.7,99,10,0.0,269.0,59.52,78.06,3.45,2.49,516.94,137.33,,,153
2026-08-06 18:00:00,Rawalpindi,29.9,74,943.0,7.0,90,10,0.0,111.0,63.4,82.4,7.73,2.43,577.05,125.64,,,155
2026-08-06 19:00:00,Rawalpindi,28.6,81,943.2,5.8,90,6,0.0,9.0,57.54,86.91,7.15,2.43,425.11,118.82,,,152
2026-08-06 20:00:00,Rawalpindi,27.8,84,943.9,5.9,88,3,0.0,0.0,64.33,92.93,8.64,2.75,483.04,115.03,,,156
2026-08-07 03:00:00,Rawalpindi,23.4,95,945.5,10.1,85,83,0.1,0.0,80.41,90.79,9.18,5.68,733.76,70.24,,,164
2026-08-07 04:00:00,Rawalpindi,22.8,96,944.9,5.8,94,41,0.0,0.0,83.37,93.09,8.83,4.43,751.38,66.08,,,165
2026-08-07 05:00:00,Rawalpindi,22.6,96,945.7,2.4,103,32,0.0,0.0,86.06,95.37,8.79,3.62,769.0,62.65,,,167
2026-08-07 06:00:00,Rawalpindi,24.0,93,945.7,1.9,68,13,0.0,32.0,87.65,96.7,8.82,3.09,782.86,60.54,,,168
2026-08-07 07:00:00,Rawalpindi,24.7,89,946.2,2.2,156,7,0.0,156.0,88.0,97.24,9.32,2.79,797.01,59.57,,,168
2026-08-07 08:00:00,Rawalpindi,26.0,84,946.7,0.5,270,4,0.0,327.0,88.31,97.9,9.89,2.66,817.24,61.47,,,168
2026-08-07 09:00:00,Rawalpindi,27.6,77,946.9,0.8,153,33,0.0,506.0,83.46,92.69,6.99,3.29,757.02,90.39,,,165
2026-08-07 10:00:00,Rawalpindi,29.0,73,947.1,3.2,153,29,0.0,639.0,81.18,89.77,4.74,3.29,708.16,116.45,,,164
2026-08-07 11:00:00,Rawalpindi,29.9,69,947.0,4.0,188,93,0.0,653.0,85.67,93.98,3.21,3.21,689.2,138.63,,,167
2026-08-07 12:00:00,Rawalpindi,31.3,66,945.9,6.7,204,13,0.0,808.0,81.83,90.75,2.12,2.91,618.53,152.46,,,165
2026-08-07 13:00:00,Rawalpindi,32.2,62,945.4,5.3,198,6,0.0,816.0,75.52,85.11,1.71,2.47,549.95,155.13,,,161
2026-08-07 14:00:00,Rawalpindi,32.8,59,944.6,3.5,171,2,0.0,753.0,75.03,84.7,1.67,2.23,528.31,157.07,,,161
2026-08-07 15:00:00,Rawalpindi,33.1,57,943.9,4.4,145,5,0.0,626.0,75.06,84.78,1.81,2.06,521.18,159.99,,,161
2026-08-07 16:00:00,Rawalpindi,33.0,57,943.4,4.5,146,9,0.0,458.0,74.11,83.8,2.21,1.9,515.22,159.36,,,161
2026-08-07 17:00:00,Rawalpindi,32.4,59,943.0,4.7,140,5,0.0,280.0,73.61,83.39,3.04,1.83,516.54,156.75,,,160
2026-08-07 18:00:00,Rawalpindi,30.5,69,943.5,7.3,121,3,0.0,116.0,75.68,85.93,6.95,1.84,566.62,142.7,,,161
2026-08-07 19:00:00,Rawalpindi,29.1,73,943.9,7.8,130,2,0.0,8.0,113.88,122.84,16.93,1.97,876.01,118.22,,,181
2026-08-07 20:00:00,Rawalpindi,28.1,75,944.2,7.9,125,2,0.0,0.0,120.48,130.68,20.66,1.94,977.21,99.14,,,185
2026-08-07 21:00:00,Rawalpindi,27.2,80,945.0,4.8,124,0,0.0,0.0,126.73,137.78,23.39,2.17,1062.33,86.77,,,188
2026-08-07 22:00:00,Rawalpindi,26.7,84,945.4,2.3,129,0,0.0,0.0,134.82,146.66,26.06,2.69,1149.85,78.74,,,192
2026-08-07 23:00:00,Rawalpindi,26.3,86,945.8,0.6,214,0,0.0,0.0,145.81,158.23,28.33,3.1,1225.6,71.62,,,198
2026-08-08 00:00:00,Rawalpindi,25.4,89,946.2,1.0,239,1,0.0,0.0,155.39,167.96,29.42,3.26,1276.36,64.89,,,206
2026-08-08 01:00:00,Rawalpindi,25.0,92,945.9,1.3,262,0,0.0,0.0,164.0,176.59,29.06,3.31,1312.74,58.7,,,214
2026-08-08 02:00:00,Rawalpindi,24.9,93,945.9,0.9,360,0,0.0,0.0,172.32,184.76,27.71,3.18,1343.81,52.2,,,223
2026-08-08 03:00:00,Rawalpindi,24.7,93,945.8,2.7,67,0,0.0,0.0,172.24,184.17,25.6,2.4,1361.72,44.16,,,223
2026-08-08 04:00:00,Rawalpindi,25.0,91,945.8,1.6,96,1,0.0,0.0,169.42,180.93,24.13,1.98,1374.51,39.85,,,220
2026-08-08 05:00:00,Rawalpindi,25.0,91,945.9,1.7,122,0,0.0,0.0,168.22,179.46,23.41,1.84,1388.66,38.5,,,219
2026-08-08 06:00:00,Rawalpindi,25.6,92,946.0,2.8,117,1,0.0,30.0,165.45,176.44,22.96,1.73,1399.03,37.33,,,216
2026-08-08 07:00:00,Rawalpindi,26.6,88,946.6,1.8,127,1,0.0,158.0,159.1,170.07,22.22,1.66,1423.11,36.32,,,210
2026-08-08 08:00:00,Rawalpindi,28.0,81,947.4,2.4,107,4,0.0,335.0,158.03,169.01,19.94,1.75,1433.69,47.19,,,208
2026-08-08 09:00:00,Rawalpindi,29.3,75,947.5,2.0,135,2,0.0,515.0,128.76,138.94,6.73,4.15,943.71,145.13,,,189
2026-08-08 10:00:00,Rawalpindi,30.5,70,947.7,3.1,208,2,0.0,668.0,122.08,132.39,4.13,4.06,866.2,160.66,,,185
2026-08-08 11:00:00,Rawalpindi,31.9,64,947.9,4.8,241,17,0.0,756.0,125.94,136.22,3.19,3.77,868.54,171.53,,,187
2026-08-08 12:00:00,Rawalpindi,31.3,60,947.6,6.5,120,59,0.2,756.0,103.36,113.56,1.71,4.35,716.58,171.82,,,176
2026-08-08 13:00:00,Rawalpindi,30.8,65,947.1,9.8,154,21,0.2,706.0,90.31,100.0,1.39,4.02,646.56,167.03,,,169
2026-08-08 14:00:00,Rawalpindi,31.0,65,946.6,11.0,115,16,0.0,658.0,87.99,96.44,1.48,4.09,644.48,168.22,,,168
2026-08-08 15:00:00,Rawalpindi,31.5,63,946.1,11.0,114,23,0.0,590.0,88.66,95.8,1.75,4.33,665.41,172.41,,,168
2026-08-08 16:00:00,Rawalpindi,31.3,65,945.5,9.8,116,5,0.0,430.0,91.59,97.34,2.35,4.6,701.49,176.35,,,170
2026-08-08 17:00:00,Rawalpindi,30.8,67,945.3,8.9,117,4,0.0,279.0,92.09,96.57,3.38,4.73,734.34,175.45,,,170
2026-08-08 18:00:00,Rawalpindi,30.0,71,945.8,5.5,126,8,0.0,111.0,90.02,93.67,5.29,4.55,759.16,164.53,,,169
2026-08-08 19:00:00,Rawalpindi,28.7,79,946.2,3.4,148,3,0.0,7.0,97.77,102.06,8.32,2.94,824.14,145.6,,,173
2026-08-08 20:00:00,Rawalpindi,27.9,80,946.6,5.0,178,3,0.0,0.0,97.79,102.13,8.58,2.68,848.52,135.55,,,173
2026-08-08 21:00:00,Rawalpindi,27.2,82,947.0,4.9,186,2,0.0,0.0,95.63,100.03,9.16,2.3,861.87,121.35,,,172
2026-08-08 22:00:00,Rawalpindi,26.5,85,947.1,3.3,202,23,0.0,0.0,93.71,98.46,10.55,1.93,887.59,104.45,,,171
2026-08-08 23:00:00,Rawalpindi,26.1,87,947.6,2.5,225,20,0.0,0.0,91.97,97.09,11.91,1.7,909.37,89.94,,,170
2026-08-09 00:00:00,Rawalpindi,26.1,92,948.0,0.6,214,27,0.0,0.0,89.54,94.78,12.79,1.54,918.73,77.65,,,169
2026-08-09 01:00:00,Rawalpindi,25.7,94,948.0,2.7,160,47,0.0,0.0,86.9,92.18,12.95,1.44,923.03,68.05,,,167
2026-08-09 02:00:00,Rawalpindi,25.7,93,948.0,1.3,188,38,0.0,0.0,83.75,89.13,12.95,1.35,922.6,59.3,,,166
2026-08-09 03:00:00,Rawalpindi,25.7,93,948.1,0.7,166,71,0.0,0.0,80.47,86.0,13.04,1.3,920.07,51.1,,,164
2026-08-09 04:00:00,Rawalpindi,25.6,93,948.4,1.3,82,23,0.0,0.0,77.92,83.66,13.17,1.27,920.82,44.48,,,163
2026-08-09 05:00:00,Rawalpindi,25.6,92,948.5,1.4,40,49,0.0,0.0,75.33,81.29,12.97,1.35,914.8,40.45,,,161
2026-08-09 06:00:00,Rawalpindi,26.3,91,948.0,2.4,132,63,0.0,25.0,70.75,76.82,11.59,1.84,878.75,41.31,,,159
2026-08-09 07:00:00,Rawalpindi,27.2,84,948.6,1.3,172,63,0.0,138.0,66.46,72.68,10.44,2.44,840.49,44.37,,,157
2026-08-09 08:00:00,Rawalpindi,28.3,77,948.9,0.9,127,32,0.0,272.0,64.0,70.3,8.64,3.05,800.97,55.67,,,155
2026-08-09 09:00:00,Rawalpindi,29.2,73,949.2,2.3,94,22,0.0,395.0,43.39,48.37,3.34,3.13,570.94,98.97,,,120
2026-08-09 10:00:00,Rawalpindi,30.4,70,949.3,2.5,90,83,0.0,556.0,31.03,34.71,1.97,2.17,469.44,105.99,,,91
2026-08-09 11:00:00,Rawalpindi,31.3,67,949.3,3.2,137,70,0.0,670.0,25.19,28.33,1.73,1.79,430.79,105.93,,,79
2026-08-09 12:00:00,Rawalpindi,32.5,62,948.3,1.9,107,80,0.0,746.0,20.35,23.02,1.71,1.54,411.53,105.48,,,68
2026-08-09 13:00:00,Rawalpindi,32.9,59,947.7,3.1,152,52,0.0,759.0,16.96,19.3,1.62,1.31,395.16,104.49,,,61
2026-08-09 14:00:00,Rawalpindi,33.1,58,946.9,4.0,153,6,0.0,722.0,15.46,17.64,1.54,1.19,383.84,104.65,,,58
2026-08-09 15:00:00,Rawalpindi,33.7,54,946.1,3.3,103,5,0.0,621.0,15.32,17.54,1.51,1.15,379.85,107.44,,,58
2026-08-09 16:00:00,Rawalpindi,33.6,54,945.5,3.3,103,7,0.0,455.0,15.74,18.08,1.58,1.15,376.51,110.46,,,59
2026-08-09 17:00:00,Rawalpindi,33.2,55,945.0,3.2,106,5,0.0,279.0,16.07,18.53,1.83,1.17,376.48,113.04,,,59
2026-08-09 18:00:00,Rawalpindi,31.9,63,945.0,2.7,113,5,0.0,108.0,18.19,21.31,6.73,1.26,441.31,98.11,,,64
2026-08-09 19:00:00,Rawalpindi,30.3,76,945.0,2.3,157,4,0.0,6.0,26.14,29.88,13.59,1.37,549.2,75.47,,,81
2026-08-09 20:00:00,Rawalpindi,29.1,83,945.1,3.0,166,2,0.0,0.0,29.36,34.23,17.81,1.41,633.51,58.53,,,87
2026-08-09 21:00:00,Rawalpindi,28.4,87,945.4,1.8,143,2,0.0,0.0,32.48,38.32,20.71,1.49,700.05,47.26,,,94
2026-08-09 22:00:00,Rawalpindi,27.7,89,945.6,2.9,150,1,0.0,0.0,35.69,42.48,23.32,1.77,762.96,40.3,,,101
2026-08-09 23:00:00,Rawalpindi,27.1,91,945.8,2.4,132,1,0.0,0.0,38.46,45.98,26.11,2.06,817.32,35.72,,,108
2026-08-10 00:00:00,Rawalpindi,26.7,92,945.6,2.3,94,4,0.0,0.0,40.45,48.25,28.41,2.27,856.25,32.92,,,113
2026-08-10 01:00:00,Rawalpindi,26.6,90,946.2,2.9,101,1,0.0,0.0,44.08,52.16,29.84,2.44,889.08,30.83,,,122
2026-08-10 02:00:00,Rawalpindi,26.3,91,946.1,3.1,80,1,0.0,0.0,49.2,57.61,30.83,2.63,920.62,28.67,,,135
2026-08-10 03:00:00,Rawalpindi,26.1,92,945.9,3.1,90,1,0.0,0.0,53.97,62.66,31.27,2.78,946.29,26.54,,,146
2026-08-10 04:00:00,Rawalpindi,25.9,93,946.2,3.6,96,0,0.0,0.0,57.94,66.89,30.85,2.81,964.08,25.05,,,152
2026-08-10 05:00:00,Rawalpindi,25.7,93,946.2,4.1,88,2,0.0,0.0,61.29,70.46,29.83,2.69,982.57,25.26,,,154
2026-08-10 06:00:00,Rawalpindi,26.1,89,946.4,7.8,82,2,0.0,28.0,56.88,66.18,26.45,2.06,986.39,29.29,,,152
2026-08-10 07:00:00,Rawalpindi,26.8,84,946.8,6.5,88,6,0.0,151.0,55.88,65.37,23.04,1.81,1021.86,29.6,,,151
2026-08-10 08:00:00,Rawalpindi,28.2,76,947.1,5.6,90,2,0.0,323.0,58.37,68.01,18.6,1.87,1054.54,36.81,,,152
2026-08-10 09:00:00,Rawalpindi,29.5,70,947.3,5.5,103,1,0.0,508.0,36.66,43.3,4.56,3.19,561.11,114.65,,,104
2026-08-10 10:00:00,Rawalpindi,30.8,65,947.4,3.9,127,2,0.0,663.0,33.34,39.18,2.28,2.69,485.57,127.98,,,96
2026-08-10 11:00:00,Rawalpindi,31.9,60,946.9,3.1,183,2,0.0,771.0,35.47,41.29,1.73,2.59,472.64,135.66,,,38
2026-08-10 12:00:00,Rawalpindi,32.9,57,946.5,3.5,215,7,0.0,816.0,38.15,44.11,1.51,2.48,468.88,142.48,,,108
2026-08-10 13:00:00,Rawalpindi,34.2,55,944.8,7.0,260,9,0.0,782.0,40.25,46.23,1.44,2.34,462.64,146.19,,,113
2026-08-10 14:00:00,Rawalpindi,34.7,53,943.6,7.1,263,8,0.0,730.0,41.8,47.78,1.47,2.23,459.06,149.32,,,117
2026-08-06 15:00:00,Sialkot,34.0,57,969.7,3.6,180,9,0.0,588.0,58.15,78.59,5.64,8.03,458.91,116.47,,,152
2026-08-06 17:00:00,Sialkot,33.5,60,969.5,3.8,135,13,0.0,252.0,75.51,96.84,16.68,5.96,700.87,98.47,,,161
2026-08-06 19:00:00,Sialkot,28.6,80,970.9,13.2,107,25,0.0,2.0,62.22,109.67,17.55,4.65,578.37,69.96,,,154
2026-08-06 20:00:00,Sialkot,27.3,83,971.9,12.8,121,17,0.0,0.0,60.81,107.47,18.13,4.58,605.32,65.93,,,154
2026-08-07 03:00:00,Sialkot,25.8,93,972.0,8.6,121,10,0.0,0.0,67.54,76.67,11.28,6.65,659.7,49.21,,,157
2026-08-07 04:00:00,Sialkot,25.4,96,972.7,5.2,74,87,0.0,0.0,69.79,77.74,11.52,6.42,697.67,42.13,,,158
2026-08-07 07:00:00,Sialkot,24.5,94,973.4,5.7,79,1,0.0,165.0,94.55,102.48,14.31,4.25,949.77,22.86,,,171
2026-08-07 09:00:00,Sialkot,28.0,80,974.2,5.2,94,12,0.0,512.0,112.67,120.28,13.8,8.92,1111.94,44.44,,,181
2026-08-07 10:00:00,Sialkot,29.6,74,973.9,5.4,120,5,0.0,666.0,121.37,128.35,12.43,10.76,1123.96,75.23,,,185
2026-08-07 11:00:00,Sialkot,30.8,70,974.0,5.3,142,9,0.0,775.0,137.17,143.58,9.43,12.09,1106.15,119.74,,,193
2026-08-07 13:00:00,Sialkot,31.7,68,972.4,4.3,185,11,0.0,772.0,118.14,123.32,4.51,12.47,878.2,168.98,,,183
2026-08-07 14:00:00,Sialkot,32.2,66,971.6,3.2,177,13,0.0,698.0,112.66,117.67,4.36,12.1,853.47,175.6,,,181
2026-08-07 15:00:00,Sialkot,32.4,65,971.0,2.5,184,11,0.0,576.0,107.65,112.88,5.35,10.92,849.14,174.12,,,178
2026-08-07 17:00:00,Sialkot,32.0,66,969.9,1.7,221,5,0.0,248.0,100.28,106.15,10.99,9.42,892.94,159.45,,,174
2026-08-07 19:00:00,Sialkot,30.1,75,970.7,0.4,180,4,0.0,1.0,116.82,126.89,24.89,8.33,1139.15,106.81,,,183
2026-08-07 20:00:00,Sialkot,29.1,79,971.3,0.6,198,11,0.0,0.0,123.22,136.24,28.94,7.45,1281.37,80.26,,,186
2026-08-07 23:00:00,Sialkot,27.5,88,972.5,5.2,176,9,0.0,0.0,137.73,156.67,36.9,4.02,1669.34,31.95,,,193
2026-08-08 00:00:00,Sialkot,27.3,88,973.1,4.7,176,5,0.0,0.0,138.98,156.76,35.78,3.06,1707.2,24.87,,,194
2026-08-08 01:00:00,Sialkot,26.9,90,973.0,0.6,342,0,0.0,0.0,139.84,156.44,33.49,2.28,1710.22,18.88,,,195
2026-08-08 03:00:00,Sialkot,26.1,90,973.1,3.3,351,2,0.0,0.0,140.23,155.24,29.14,1.69,1677.27,10.45,,,195
2026-08-08 04:00:00,Sialkot,26.2,89,973.0,3.1,357,2,0.0,0.0,139.09,152.6,26.74,1.61,1644.19,9.01,,,194
2026-08-08 05:00:00,Sialkot,26.1,90,973.0,0.9,90,3,0.0,0.0,135.23,146.91,23.78,1.68,1575.69,10.25,,,192
2026-08-08 06:00:00,Sialkot,25.3,88,973.3,8.3,33,34,0.0,34.0,125.1,134.44,19.67,2.14,1433.68,15.18,,,187
2026-08-08 08:00:00,Sialkot,28.4,79,974.3,6.1,71,16,0.0,305.0,109.02,115.89,14.55,2.74,1265.41,21.42,,,179
2026-08-08 10:00:00,Sialkot,29.9,70,975.1,7.4,124,84,0.0,502.0,79.64,83.04,11.83,4.63,946.38,55.49,,,163
2026-08-08 11:00:00,Sialkot,30.0,72,975.4,10.3,126,86,0.1,485.0,71.06,74.2,12.06,4.77,915.0,61.11,,,159
2026-08-08 12:00:00,Sialkot,28.0,80,975.2,12.6,114,56,0.1,561.0,52.43,54.39,9.02,5.59,777.74,75.51,,,143
2026-08-08 14:00:00,Sialkot,30.2,69,973.7,6.8,73,20,0.0,692.0,46.99,48.37,5.94,4.41,694.74,92.88,,,129
2026-08-08 21:00:00,Sialkot,27.7,85,974.0,1.3,315,100,0.0,0.0,28.82,33.71,16.98,4.17,641.0,45.41,,,86
2026-08-08 23:00:00,Sialkot,27.5,88,975.1,1.5,234,99,0.0,0.0,29.05,34.93,17.57,3.58,673.51,38.3,,,87
2026-08-09 00:00:00,Sialkot,26.9,91,975.3,2.1,329,100,0.0,0.0,29.59,35.54,17.92,2.89,689.17,32.55,,,88
2026-08-09 02:00:00,Sialkot,26.8,91,975.1,1.8,354,89,0.0,0.0,33.01,39.7,19.46,1.88,754.62,18.66,,,95
2026-08-09 04:00:00,Sialkot,26.2,93,975.3,3.2,317,100,0.0,0.0,36.07,43.19,19.15,1.58,794.43,12.62,,,102
2026-08-09 05:00:00,Sialkot,26.2,94,975.4,4.7,337,100,0.0,0.0,36.78,43.71,17.88,1.57,797.68,13.51,,,104
2026-08-09 08:00:00,Sialkot,28.7,83,976.0,2.8,15,13,0.0,318.0,39.5,46.34,13.99,2.57,867.68,19.51,,,111
2026-08-09 09:00:00,Sialkot,30.1,74,976.2,1.9,73,9,0.0,505.0,36.84,42.14,12.94,3.94,774.32,36.34,,,104
2026-08-09 10:00:00,Sialkot,31.3,67,976.2,2.7,152,28,0.0,644.0,39.88,44.54,10.15,4.9,723.12,63.0,,,112
2026-08-09 11:00:00,Sialkot,32.1,63,975.9,3.3,193,14,0.0,726.0,54.6,58.9,6.4,5.66,691.84,107.34,,,148
2026-08-09 13:00:00,Sialkot,32.0,69,974.7,1.5,277,61,0.0,655.0,44.41,46.32,2.78,8.69,491.3,136.24,,,123
2026-08-09 14:00:00,Sialkot,32.1,68,973.8,1.5,234,43,0.1,602.0,42.9,44.68,2.87,8.68,484.41,140.03,,,119
