time,city,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,precipitation,shortwave_radiation,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,dust,aerosol_optical_depth,aqi
2026-08-07 15:00:00,Lahore,33.7,59,974.1,3.9,66,2,0.0,599.0,75.27,92.12,1.92,3.56,456.01,142.03,,,161
2026-08-07 16:00:00,Lahore,33.6,59,973.5,4.9,80,2,0.0,435.0,83.5,98.08,2.69,3.77,510.65,148.15,,,165
2026-08-07 17:00:00,Lahore,33.2,60,973.1,5.8,83,3,0.0,249.0,89.3,101.96,3.91,3.95,564.02,150.09,,,168
2026-08-07 18:00:00,Lahore,32.0,65,973.6,7.5,100,18,0.0,92.0,94.32,105.67,6.96,3.99,640.54,138.88,,,171
2026-08-07 19:00:00,Lahore,30.8,71,974.0,6.7,121,1,0.0,1.0,94.8,108.42,14.85,3.47,757.64,87.1,,,171
2026-08-07 20:00:00,Lahore,29.9,75,974.6,6.6,125,1,0.0,0.0,103.95,118.88,18.69,3.47,894.44,66.49,,,176
2026-08-07 21:00:00,Lahore,29.1,80,975.3,4.5,106,1,0.0,0.0,112.21,127.79,21.01,3.3,998.63,53.09,,,180
2026-08-07 22:00:00,Lahore,28.6,84,975.8,4.7,108,0,0.0,0.0,119.39,134.66,21.36,2.97,1072.57,45.07,,,184
2026-08-07 23:00:00,Lahore,28.2,86,976.0,5.0,120,1,0.0,0.0,122.83,136.76,20.35,2.69,1100.36,43.34,,,186
2026-08-08 00:00:00,Lahore,28.0,82,976.5,6.6,119,10,0.0,0.0,118.19,129.25,15.85,2.59,1022.45,55.07,,,183
2026-08-08 01:00:00,Lahore,27.5,85,976.3,3.7,67,5,0.0,0.0,115.46,125.27,14.79,2.18,999.85,49.12,,,182
2026-08-08 02:00:00,Lahore,27.2,87,976.4,2.2,42,6,0.0,0.0,113.07,122.35,14.5,1.87,990.04,41.06,,,181
2026-08-08 03:00:00,Lahore,27.0,89,976.2,1.9,41,1,0.0,0.0,110.54,119.39,14.37,1.71,983.49,34.3,,,179
2026-08-08 04:00:00,Lahore,26.8,90,976.3,2.6,74,6,0.0,0.0,106.46,114.51,13.78,1.71,970.27,30.39,,,177
2026-08-08 05:00:00,Lahore,26.6,91,976.5,2.8,79,15,0.0,0.0,99.84,106.76,12.73,1.89,941.15,29.44,,,174
2026-08-08 06:00:00,Lahore,27.2,90,976.5,2.8,145,38,0.0,35.0,89.09,94.59,10.68,2.32,880.63,33.55,,,168
2026-08-08 07:00:00,Lahore,28.4,85,977.0,2.2,104,42,0.0,164.0,79.5,84.1,9.68,2.37,841.35,35.17,,,163
2026-08-08 08:00:00,Lahore,29.8,76,977.7,6.5,120,30,0.0,344.0,69.41,73.43,8.45,2.28,800.28,42.01,,,158
2026-08-08 09:00:00,Lahore,30.6,71,978.0,8.7,111,30,0.0,512.0,54.71,57.8,6.52,2.34,697.36,62.42,,,148
2026-08-08 10:00:00,Lahore,31.3,67,978.3,10.0,111,48,0.0,595.0,44.86,47.24,5.4,2.06,633.1,74.91,,,124
2026-08-08 11:00:00,Lahore,31.2,66,978.6,11.0,101,88,0.1,560.0,37.37,39.15,4.56,1.77,579.4,83.27,,,106
2026-08-08 12:00:00,Lahore,32.2,65,977.7,7.0,111,91,0.0,713.0,30.3,31.46,3.59,1.36,532.13,88.91,,,89
2026-08-08 13:00:00,Lahore,32.2,67,977.1,9.2,121,98,0.0,569.0,29.55,30.41,3.22,1.09,520.84,89.07,,,88
2026-08-08 14:00:00,Lahore,30.4,73,976.6,11.9,125,99,0.1,285.0,30.76,31.52,3.18,0.94,525.59,87.76,,,90
2026-08-08 15:00:00,Lahore,29.9,75,976.0,10.0,124,100,0.0,273.0,31.19,31.96,3.23,0.89,528.81,87.85,,,91
2026-08-08 16:00:00,Lahore,29.6,74,975.5,8.8,113,100,0.0,241.0,30.63,31.49,3.54,0.97,527.13,88.46,,,90
2026-08-08 17:00:00,Lahore,29.0,76,975.3,6.7,96,100,0.0,108.0,28.76,29.71,4.14,1.07,524.32,87.9,,,86
2026-08-08 18:00:00,Lahore,27.4,85,975.7,4.1,29,100,0.0,51.0,27.42,28.6,5.17,1.24,528.21,85.05,,,83
2026-08-08 19:00:00,Lahore,27.1,89,976.2,2.7,48,100,0.0,0.0,24.65,26.77,6.19,1.57,473.61,74.22,,,77
2026-08-08 20:00:00,Lahore,27.1,90,976.8,3.1,87,91,0.0,0.0,24.35,26.85,6.6,1.66,476.13,69.72,,,77
2026-08-08 21:00:00,Lahore,26.9,92,977.4,2.2,90,100,0.0,0.0,24.04,26.88,6.96,1.68,477.72,64.77,,,76
2026-08-08 22:00:00,Lahore,26.7,93,977.9,2.8,105,98,0.0,0.0,24.4,27.65,7.55,1.68,489.12,59.17,,,77
2026-08-08 23:00:00,Lahore,26.7,93,978.4,3.2,106,87,0.0,0.0,24.87,28.38,8.0,1.65,500.21,54.51,,,78
2026-08-09 00:00:00,Lahore,27.2,91,978.4,1.9,73,100,0.0,0.0,25.48,28.98,8.48,1.57,510.0,49.21,,,79
2026-08-09 01:00:00,Lahore,27.2,90,978.2,2.3,61,100,0.0,0.0,26.84,30.37,9.26,1.49,529.37,42.93,,,82
2026-08-09 02:00:00,Lahore,27.1,90,978.2,3.4,47,100,0.0,0.0,28.54,32.17,9.93,1.43,548.86,37.43,,,86
2026-08-09 03:00:00,Lahore,27.1,90,978.2,3.5,39,66,0.0,0.0,30.13,33.78,10.45,1.59,568.79,33.1,,,89
2026-08-09 04:00:00,Lahore,26.9,91,978.4,3.9,24,54,0.0,0.0,31.6,35.07,10.58,1.75,587.13,30.36,,,92
2026-08-09 05:00:00,Lahore,25.8,95,979.2,5.9,102,93,0.4,0.0,33.2,36.33,10.3,1.78,601.19,29.57,,,95
2026-08-09 06:00:00,Lahore,26.9,92,978.6,4.0,54,25,0.0,32.0,34.25,36.93,9.46,1.79,614.33,31.58,,,98
2026-08-09 07:00:00,Lahore,28.0,86,979.0,4.4,63,12,0.0,149.0,34.69,37.31,9.15,1.78,640.91,30.98,,,99
2026-08-09 08:00:00,Lahore,29.3,77,979.3,4.5,88,30,0.0,307.0,35.27,37.86,9.04,1.79,670.46,30.72,,,100
2026-08-09 09:00:00,Lahore,30.5,71,979.5,4.4,97,51,0.0,485.0,34.88,37.04,7.99,1.75,672.6,37.4,,,99
2026-08-09 10:00:00,Lahore,31.7,66,979.4,4.3,85,31,0.0,624.0,35.13,37.17,7.06,1.67,674.65,45.82,,,99
2026-08-09 11:00:00,Lahore,32.7,62,979.3,4.7,92,24,0.0,722.0,38.41,40.33,5.94,1.63,665.61,61.43,,,108
2026-08-09 12:00:00,Lahore,32.3,69,978.2,5.2,74,42,0.1,704.0,38.05,39.46,3.92,1.39,618.72,89.96,,,107
2026-08-09 13:00:00,Lahore,32.7,69,977.6,3.3,61,64,0.1,665.0,36.14,37.32,2.91,1.16,583.89,105.35,,,103
2026-08-09 14:00:00,Lahore,32.9,69,976.8,2.4,27,69,0.1,593.0,37.24,38.4,2.65,1.11,571.39,114.06,,,105
2026-08-09 15:00:00,Lahore,32.5,71,975.7,2.6,34,96,0.0,470.0,38.89,40.13,2.76,1.14,569.03,119.12,,,109
2026-08-09 16:00:00,Lahore,32.2,73,975.4,2.8,79,64,0.1,346.0,42.12,43.62,3.2,1.24,573.85,120.92,,,117
2026-08-09 17:00:00,Lahore,32.0,73,974.9,3.7,23,54,0.1,226.0,45.18,47.01,4.08,1.39,584.43,121.95,,,125
2026-08-09 18:00:00,Lahore,30.8,74,975.1,3.1,31,24,0.0,89.0,49.66,52.52,8.08,1.67,644.31,105.64,,,136
2026-08-09 19:00:00,Lahore,30.1,81,975.5,1.8,79,36,0.0,0.0,39.63,43.67,12.82,1.72,708.23,73.99,,,111
2026-08-09 20:00:00,Lahore,29.6,85,975.9,1.6,96,38,0.0,0.0,43.37,48.87,15.67,1.99,785.05,60.31,,,120
2026-08-09 21:00:00,Lahore,29.4,85,976.4,1.4,90,68,0.0,0.0,46.68,53.33,17.57,2.13,845.06,49.94,,,129
2026-08-09 22:00:00,Lahore,29.2,86,976.7,0.9,37,27,0.0,0.0,49.96,57.46,18.5,2.11,895.48,41.0,,,137
2026-08-09 23:00:00,Lahore,29.0,87,976.7,0.5,45,19,0.0,0.0,52.55,60.47,18.9,1.86,933.69,33.42,,,143
2026-08-10 00:00:00,Lahore,28.6,88,976.5,0.7,76,55,0.0,0.0,53.74,61.47,18.67,1.47,946.18,27.89,,,146
2026-08-10 01:00:00,Lahore,28.1,90,976.8,3.0,76,16,0.0,0.0,54.7,62.26,18.07,1.24,952.22,25.72,,,148
2026-08-10 02:00:00,Lahore,28.0,89,976.7,2.8,79,91,0.0,0.0,55.42,62.86,17.04,1.11,949.03,27.32,,,55
2026-08-10 03:00:00,Lahore,27.9,90,976.2,2.5,82,78,0.0,0.0,55.17,62.27,15.61,1.01,931.3,30.57,,,149
2026-08-10 04:00:00,Lahore,27.8,90,976.3,1.0,59,90,0.0,0.0,56.01,63.0,15.74,0.95,941.2,26.41,,,151
2026-08-10 05:00:00,Lahore,27.6,92,976.5,1.8,11,87,0.0,0.0,57.16,64.21,16.23,0.96,958.56,21.73,,,152
2026-08-10 06:00:00,Lahore,27.7,90,976.6,3.5,28,61,0.0,32.0,57.96,65.29,16.48,1.0,976.65,18.18,,,152
2026-08-10 07:00:00,Lahore,28.8,85,976.9,3.3,22,62,0.0,158.0,58.39,66.73,16.02,1.21,1001.27,18.23,,,152
2026-08-10 08:00:00,Lahore,30.1,78,977.3,4.6,45,55,0.0,325.0,57.55,67.03,14.19,1.43,998.15,28.37,,,152
2026-08-10 09:00:00,Lahore,31.0,74,977.4,5.8,74,89,0.1,484.0,47.75,56.47,7.26,2.17,765.13,80.42,,,131
2026-08-10 10:00:00,Lahore,31.9,70,977.5,5.1,86,98,0.1,611.0,44.98,53.37,5.36,1.99,709.83,95.54,,,124
2026-08-10 11:00:00,Lahore,32.8,66,977.2,4.1,92,88,0.0,699.0,45.7,53.9,4.34,1.97,685.83,106.64,,,126
2026-08-10 12:00:00,Lahore,33.6,64,976.7,4.2,97,26,0.0,758.0,37.16,44.41,2.37,2.1,589.25,123.32,,,105
2026-08-10 13:00:00,Lahore,34.3,63,975.2,4.7,108,13,0.0,778.0,30.84,37.16,1.7,1.85,536.89,125.73,,,90
2026-08-10 14:00:00,Lahore,34.6,63,974.1,4.3,123,33,0.0,706.0,28.99,34.8,1.54,1.74,514.6,125.47,,,87
2026-08-06 15:00:00,Multan,36.5,52,982.2,14.5,197,1,0.0,647.0,49.69,214.0,0.92,1.57,143.72,76.74,,,136
2026-08-06 16:00:00,Multan,36.2,53,981.8,13.1,199,1,0.0,481.0,49.62,230.77,1.04,1.41,140.87,76.36,,,139
2026-08-06 17:00:00,Multan,35.7,54,981.8,10.7,194,1,0.0,293.0,48.94,238.57,1.39,1.26,140.87,74.91,,,142
2026-08-06 18:00:00,Multan,34.4,57,982.1,8.7,166,6,0.0,118.0,48.5,236.97,2.97,1.17,159.89,67.52,,,142
2026-08-06 19:00:00,Multan,33.3,61,982.4,7.6,179,9,0.0,10.0,42.39,195.84,3.37,1.02,151.01,61.78,,,121
2026-08-06 20:00:00,Multan,32.2,65,983.2,5.4,182,2,0.0,0.0,40.35,182.62,3.92,0.99,161.87,57.86,,,115
2026-08-07 03:00:00,Multan,30.0,74,984.3,5.5,203,6,0.0,0.0,36.27,153.63,3.09,0.7,144.27,51.32,,,103
2026-08-07 04:00:00,Multan,29.9,75,984.1,7.7,198,4,0.0,0.0,37.86,154.93,3.5,0.76,152.12,49.45,,,107
2026-08-07 05:00:00,Multan,29.6,77,985.0,5.2,314,14,0.0,0.0,39.74,157.64,3.9,0.87,161.02,48.19,,,111
2026-08-07 06:00:00,Multan,26.3,92,985.8,7.2,346,80,0.4,10.0,41.41,161.12,4.23,0.98,170.17,46.5,,,116
2026-08-07 07:00:00,Multan,26.6,92,986.4,1.9,197,91,0.2,88.0,43.25,166.71,4.71,1.17,185.87,44.08,,,120
2026-08-07 08:00:00,Multan,27.4,87,986.4,0.9,349,100,0.0,180.0,45.03,172.71,4.89,1.52,203.44,44.0,,,124
2026-08-07 09:00:00,Multan,28.7,80,986.9,2.5,339,98,0.0,253.0,46.94,180.54,3.87,2.2,199.64,51.99,,,129
2026-08-07 10:00:00,Multan,29.5,77,987.2,5.8,309,99,0.0,290.0,49.15,182.63,3.44,2.68,207.04,58.81,,,135
2026-08-07 11:00:00,Multan,31.8,68,987.2,6.7,324,95,0.0,452.0,52.89,183.76,3.18,3.19,217.58,67.15,,,144
2026-08-07 12:00:00,Multan,34.5,59,986.2,4.5,56,27,0.0,823.0,57.97,191.84,2.38,3.91,211.79,80.72,,,152
2026-08-07 13:00:00,Multan,35.6,54,985.3,3.6,84,15,0.0,801.0,60.96,198.19,1.77,4.22,200.4,89.34,,,154
2026-08-07 14:00:00,Multan,36.2,53,984.3,3.9,112,16,0.0,725.0,62.78,200.38,1.53,4.23,195.61,94.25,,,155
2026-08-07 15:00:00,Multan,36.3,52,983.9,2.7,127,16,0.0,592.0,64.64,203.27,1.45,4.16,194.71,98.36,,,156
2026-08-07 16:00:00,Multan,36.0,52,983.3,5.3,114,13,0.0,447.0,65.89,205.47,1.55,4.02,195.99,100.25,,,156
2026-08-07 17:00:00,Multan,35.5,54,982.9,8.7,120,2,0.0,283.0,66.42,208.34,1.9,3.84,198.6,99.85,,,157
2026-08-07 18:00:00,Multan,34.2,59,983.2,8.1,119,4,0.0,116.0,68.46,207.36,6.21,3.35,259.17,77.79,,,158
2026-08-07 19:00:00,Multan,32.8,66,983.7,4.0,82,5,0.0,9.0,61.75,192.34,9.28,2.06,291.76,53.0,,,154
2026-08-07 20:00:00,Multan,32.1,67,984.1,4.9,73,4,0.0,0.0,64.79,196.27,11.96,1.96,356.02,40.23,,,156
2026-08-07 21:00:00,Multan,31.6,71,985.1,4.2,70,2,0.0,0.0,67.03,201.51,13.43,1.86,397.63,33.31,,,157
2026-08-07 22:00:00,Multan,31.4,75,985.5,2.4,73,6,0.0,0.0,69.23,209.66,13.9,1.75,423.76,29.49,,,158
2026-08-07 23:00:00,Multan,31.0,76,985.6,3.0,76,0,0.0,0.0,70.43,216.37,13.85,1.6,430.75,27.67,,,159
2026-08-08 00:00:00,Multan,30.3,74,985.8,8.2,80,9,0.0,0.0,69.44,220.33,12.8,1.38,406.5,28.3,,,158
2026-08-08 01:00:00,Multan,30.0,75,985.7,9.4,92,11,0.0,0.0,67.47,221.86,11.11,1.2,368.46,30.48,,,157
2026-08-08 02:00:00,Multan,29.7,76,985.8,9.2,96,2,0.0,0.0,64.49,220.7,9.4,1.08,327.27,33.85,,,156
2026-08-08 03:00:00,Multan,29.4,78,985.8,8.3,89,5,0.0,0.0,60.48,216.82,7.57,1.0,280.85,38.77,,,154
2026-08-08 04:00:00,Multan,29.0,80,985.8,6.4,82,13,0.0,0.0,57.59,209.08,6.7,0.89,252.98,39.91,,,152
2026-08-08 05:00:00,Multan,28.7,81,986.2,7.0,78,2,0.0,0.0,55.35,201.52,6.25,0.83,234.92,40.15,,,150
2026-08-08 06:00:00,Multan,25.6,94,986.6,9.0,88,58,1.5,8.0,53.52,195.83,5.94,0.81,222.02,39.66,,,145
2026-08-08 07:00:00,Multan,26.2,93,987.2,6.1,92,27,0.4,76.0,52.58,194.63,5.76,0.91,219.77,39.29,,,143
2026-08-08 08:00:00,Multan,27.4,89,987.5,2.5,86,9,0.1,259.0,52.53,197.5,5.14,1.17,221.94,42.06,,,143
2026-08-08 09:00:00,Multan,29.9,77,987.9,3.3,54,5,0.0,453.0,53.75,205.36,3.85,1.76,214.25,52.23,,,146
2026-08-08 10:00:00,Multan,31.7,69,988.2,3.1,66,5,0.0,583.0,57.09,208.95,3.09,1.94,218.41,61.92,,,152
2026-08-08 11:00:00,Multan,33.5,63,988.4,2.4,48,2,0.0,753.0,64.87,216.29,2.39,1.93,226.22,74.77,,,156
2026-08-08 12:00:00,Multan,35.0,57,987.2,5.2,76,14,0.0,808.0,66.16,235.39,1.09,3.77,179.59,89.03,,,157
2026-08-08 13:00:00,Multan,35.8,53,986.5,4.7,86,9,0.0,804.0,63.95,220.88,0.79,3.52,167.48,91.54,,,155
2026-08-08 14:00:00,Multan,36.3,51,985.8,4.1,105,44,0.0,727.0,62.48,205.04,0.81,3.33,170.59,93.05,,,155
2026-08-08 15:00:00,Multan,36.2,49,985.2,5.1,135,37,0.0,604.0,62.03,192.45,1.01,3.32,179.29,94.12,,,154
2026-08-08 16:00:00,Multan,36.1,49,984.6,4.8,146,16,0.0,434.0,61.56,179.87,1.44,3.27,191.41,93.04,,,154
2026-08-08 17:00:00,Multan,35.6,50,984.3,4.8,146,18,0.0,258.0,60.78,167.39,2.1,3.25,205.89,92.39,,,154
2026-08-08 18:00:00,Multan,33.9,60,984.9,6.6,81,34,0.0,108.0,61.97,158.8,5.58,2.92,258.97,74.68,,,154
2026-08-08 19:00:00,Multan,32.8,62,985.4,8.7,63,7,0.0,7.0,61.88,126.84,10.31,1.9,344.57,46.14,,,154
2026-08-08 20:00:00,Multan,31.9,66,985.8,8.8,86,20,0.0,0.0,64.48,126.75,13.42,1.83,414.19,32.12,,,156
2026-08-08 21:00:00,Multan,31.2,72,986.6,6.1,93,11,0.0,0.0,65.46,127.02,15.35,1.83,457.46,25.7,,,156
2026-08-08 22:00:00,Multan,30.8,74,987.3,7.8,99,7,0.0,0.0,66.2,129.55,16.01,1.72,486.0,22.43,,,157
2026-08-08 23:00:00,Multan,30.4,74,988.0,7.7,114,5,0.0,0.0,66.65,132.3,16.33,1.5,505.2,19.83,,,157
2026-08-09 00:00:00,Multan,29.8,78,988.2,5.9,101,41,0.0,0.0,66.04,133.63,16.19,1.24,504.14,17.95,,,156
2026-08-09 01:00:00,Multan,29.6,79,988.3,6.6,107,92,0.0,0.0,65.5,134.91,16.01,1.09,501.02,17.11,,,156
2026-08-09 02:00:00,Multan,29.5,79,988.3,7.5,110,52,0.0,0.0,64.96,136.9,15.85,1.02,493.81,17.14,,,156
2026-08-09 03:00:00,Multan,29.2,79,988.2,6.9,110,2,0.0,0.0,63.13,142.03,14.14,1.02,456.44,23.87,,,155
2026-08-09 04:00:00,Multan,28.9,79,988.3,7.1,111,2,0.0,0.0,62.16,143.58,13.28,0.9,438.52,24.31,,,154
2026-08-09 05:00:00,Multan,28.6,80,988.6,6.1,120,0,0.0,0.0,61.4,145.77,12.68,0.78,425.34,23.33,,,154
2026-08-09 06:00:00,Multan,28.2,86,988.8,6.8,295,47,0.1,13.0,60.14,149.0,11.7,0.73,408.92,22.45,,,153
2026-08-09 07:00:00,Multan,29.0,83,989.0,3.6,117,27,0.0,119.0,59.47,155.26,10.62,0.78,404.62,21.51,,,153
2026-08-09 08:00:00,Multan,30.3,76,989.3,4.1,139,13,0.0,290.0,59.69,166.38,8.65,0.99,406.8,24.74,,,153
2026-08-09 09:00:00,Multan,31.7,69,989.6,4.2,137,9,0.0,485.0,58.85,185.57,5.61,1.56,338.29,43.0,,,153
2026-08-09 10:00:00,Multan,33.1,63,989.6,2.7,143,8,0.0,648.0,62.16,189.74,4.27,1.8,327.2,57.74,,,154
2026-08-09 11:00:00,Multan,34.2,58,989.5,1.9,112,18,0.0,739.0,72.85,194.17,3.11,1.9,338.72,77.63,,,160
2026-08-09 12:00:00,Multan,36.0,55,988.3,2.6,124,100,0.0,639.0,67.79,159.09,1.26,3.33,279.64,102.74,,,157
2026-08-09 13:00:00,Multan,35.2,56,987.7,1.0,239,100,0.0,455.0,62.93,134.06,0.85,3.16,270.58,109.08,,,155
2026-08-09 14:00:00,Multan,33.6,64,987.2,6.8,312,50,0.2,516.0,61.55,124.09,0.83,2.91,279.9,110.67,,,154
2026-08-09 15:00:00,Multan,34.4,59,986.4,1.2,39,16,0.1,515.0,61.67,118.78,1.03,2.75,293.6,110.55,,,154
2026-08-09 16:00:00,Multan,35.4,55,985.8,1.5,263,21,0.0,415.0,61.82,115.0,1.5,2.55,304.05,106.87,,,154
2026-08-09 17:00:00,Multan,35.4,54,985.1,4.1,257,6,0.0,269.0,61.88,112.03,2.23,2.44,317.5,103.2,,,154
2026-08-09 18:00:00,Multan,34.4,61,985.1,1.8,186,48,0.0,111.0,63.24,110.36,4.86,2.26,356.67,86.59,,,155
2026-08-09 19:00:00,Multan,33.0,68,985.4,3.7,157,49,0.0,6.0,48.41,85.84,10.19,1.7,387.07,62.84,,,133
2026-08-09 20:00:00,Multan,32.3,70,985.9,4.9,190,77,0.0,0.0,50.48,86.73,13.42,1.86,454.13,50.24,,,138
2026-08-09 21:00:00,Multan,31.7,73,986.5,5.0,210,52,0.0,0.0,52.01,88.75,14.93,1.94,498.19,43.28,,,142
2026-08-09 22:00:00,Multan,31.1,77,986.7,4.1,209,5,0.0,0.0,53.58,92.52,15.03,1.91,521.47,39.61,,,146
2026-08-09 23:00:00,Multan,30.7,80,986.7,3.6,186,8,0.0,0.0,55.0,97.35,14.61,1.74,530.65,38.24,,,149
2026-08-10 00:00:00,Multan,30.3,82,986.5,3.8,175,9,0.0,0.0,55.8,103.76,12.86,1.29,509.04,39.53,,,151
2026-08-10 01:00:00,Multan,30.1,84,986.7,4.2,130,87,0.0,0.0,57.57,113.02,11.42,1.01,485.69,38.14,,,152
2026-08-10 02:00:00,Multan,29.8,85,986.5,4.4,128,64,0.0,0.0,59.8,125.53,10.26,0.87,460.95,37.51,,,153
2026-08-10 03:00:00,Multan,29.6,86,986.0,4.6,141,39,0.0,0.0,60.22,141.62,7.73,0.77,396.77,43.75,,,153
2026-08-10 04:00:00,Multan,29.4,86,986.0,4.8,143,37,0.0,0.0,59.72,152.34,6.38,0.76,344.34,45.44,,,153
2026-08-10 05:00:00,Multan,29.3,86,986.1,4.8,138,14,0.0,0.0,58.36,159.17,5.46,1.03,296.28,47.31,,,152
2026-08-10 06:00:00,Multan,29.5,83,985.9,6.9,121,6,0.0,13.0,56.82,166.53,4.56,2.07,248.66,51.72,,,152
2026-08-10 07:00:00,Multan,30.3,80,986.3,7.3,115,1,0.0,125.0,56.45,170.53,4.71,3.66,231.76,53.4,,,151
2026-08-10 08:00:00,Multan,31.6,74,986.8,6.4,126,2,0.0,298.0,57.08,174.77,4.9,5.36,233.18,56.49,,,152
2026-08-10 09:00:00,Multan,33.2,68,986.9,5.5,136,2,0.0,483.0,58.48,178.81,4.37,6.62,235.23,64.22,,,153
2026-08-10 10:00:00,Multan,34.5,63,987.1,5.6,138,13,0.0,649.0,62.12,182.76,3.4,7.04,234.87,77.47,,,154
2026-08-10 11:00:00,Multan,35.5,59,986.9,3.9,143,19,0.0,738.0,68.76,189.38,2.33,7.51,229.15,94.12,,,158
2026-08-10 12:00:00,Multan,36.2,56,986.5,2.2,132,44,0.0,760.0,60.63,182.45,1.16,7.19,175.93,100.89,,,154
2026-08-10 13:00:00,Multan,37.8,50,984.9,1.9,229,44,0.0,765.0,54.72,174.54,0.81,5.46,153.4,98.54,,,148
2026-08-10 14:00:00,Multan,36.8,54,983.9,3.3,186,57,0.2,694.0,53.04,171.14,0.76,4.75,147.57,98.2,,,144
2026-08-06 15:00:00,Quetta,34.9,8,835.7,12.3,293,0,0.0,812.0,52.87,301.54,0.14,0.06,77.48,105.84,,,174
2026-08-06 16:00:00,Quetta,34.3,8,835.2,15.1,295,1,0.0,627.0,54.66,311.32,0.14,0.07,77.97,104.88,,,179
2026-08-06 17:00:00,Quetta,33.6,9,834.9,14.6,300,2,0.0,436.0,56.74,322.24,0.16,0.08,78.59,103.92,,,184
2026-08-06 18:00:00,Quetta,32.3,10,834.5,12.6,299,5,0.0,202.0,59.52,330.55,0.26,0.09,80.34,101.96,,,188
2026-08-06 19:00:00,Quetta,31.1,11,834.6,9.5,297,5,0.0,39.0,64.57,354.43,0.32,0.07,79.74,102.19,,,156
2026-08-06 20:00:00,Quetta,29.3,13,834.6,2.2,294,1,0.0,0.0,66.49,358.18,0.38,0.08,81.0,100.66,,,206
2026-08-07 03:00:00,Quetta,21.1,63,832.5,6.2,154,0,0.0,0.0,62.36,290.92,1.3,0.09,87.93,78.7,,,169
2026-08-07 04:00:00,Quetta,20.4,76,831.7,4.4,150,0,0.0,0.0,61.26,288.79,1.28,0.08,87.21,79.12,,,168
2026-08-07 05:00:00,Quetta,20.0,80,831.8,2.6,146,0,0.0,0.0,60.57,290.44,1.29,0.08,86.88,79.0,,,169
2026-08-07 06:00:00,Quetta,20.2,71,832.1,2.8,145,0,0.0,0.0,60.11,294.48,1.29,0.08,86.47,78.44,,,171
2026-08-07 07:00:00,Quetta,21.9,61,833.4,3.6,143,0,0.0,109.0,60.29,303.1,1.34,0.08,86.54,78.55,,,175
2026-08-07 08:00:00,Quetta,25.1,44,835.3,3.2,90,0,0.0,312.0,60.96,317.75,1.2,0.08,86.28,80.96,,,182
2026-08-07 09:00:00,Quetta,27.9,34,836.7,3.6,6,0,0.0,528.0,60.07,350.02,0.51,0.06,81.01,94.0,,,198
2026-08-07 10:00:00,Quetta,30.3,19,837.6,6.8,335,0,0.0,721.0,58.89,347.53,0.35,0.06,79.95,95.58,,,197
2026-08-07 11:00:00,Quetta,31.9,13,838.0,8.1,328,0,0.0,871.0,58.57,350.2,0.24,0.06,78.95,97.06,,,198
2026-08-07 12:00:00,Quetta,32.7,11,837.9,8.4,335,0,0.0,974.0,56.86,347.44,0.12,0.06,76.39,101.19,,,197
2026-08-07 13:00:00,Quetta,33.5,11,837.7,11.1,323,0,0.0,996.0,55.26,333.34,0.11,0.06,74.97,101.29,,,190
2026-08-07 14:00:00,Quetta,34.0,10,837.1,14.3,318,0,0.0,936.0,54.45,324.81,0.11,0.06,74.34,100.58,,,186
2026-08-07 15:00:00,Quetta,34.0,10,836.5,15.8,315,0,0.0,815.0,54.8,324.43,0.12,0.06,74.71,101.27,,,185
2026-08-07 16:00:00,Quetta,33.4,11,836.0,15.0,310,0,0.0,643.0,54.88,322.33,0.13,0.06,74.72,101.55,,,184
2026-08-07 18:00:00,Quetta,31.2,11,835.1,13.5,306,0,0.0,214.0,54.01,305.22,0.26,0.06,75.94,101.45,,,176
2026-08-07 19:00:00,Quetta,29.9,11,835.2,10.6,309,0,0.0,42.0,47.56,262.76,0.35,0.06,75.6,104.78,,,155
2026-08-07 20:00:00,Quetta,28.4,12,835.1,4.6,301,0,0.0,0.0,44.84,244.02,0.41,0.06,75.63,104.01,,,145
2026-08-07 21:00:00,Quetta,27.7,14,835.4,1.2,231,0,0.0,0.0,41.65,219.64,0.57,0.07,76.64,100.84,,,133
2026-08-07 22:00:00,Quetta,26.4,16,835.0,3.9,152,0,0.0,0.0,39.37,198.99,0.81,0.08,79.12,97.17,,,123
2026-08-07 23:00:00,Quetta,25.0,26,834.7,4.6,154,0,0.0,0.0,37.18,180.87,1.01,0.08,80.87,94.17,,,114
2026-08-08 00:00:00,Quetta,23.1,51,834.5,5.2,155,1,0.0,0.0,34.72,162.33,1.12,0.08,81.35,90.9,,,105
2026-08-08 01:00:00,Quetta,22.2,59,834.1,4.7,152,0,0.0,0.0,33.05,149.63,1.15,0.08,81.36,87.95,,,98
2026-08-08 02:00:00,Quetta,21.4,65,833.9,6.0,151,0,0.0,0.0,31.62,140.24,1.12,0.08,81.03,86.0,,,93
2026-08-08 03:00:00,Quetta,20.7,71,833.7,6.3,160,0,0.0,0.0,30.08,132.41,1.07,0.07,79.88,84.33,,,89
2026-08-08 04:00:00,Quetta,20.2,76,833.5,5.6,165,0,0.0,0.0,29.22,129.14,1.1,0.07,79.91,82.3,,,88
